"Feature"	"FeatureName"	"Mean.Timberlake_Field(n=5)"	"Mean.Timberlake_Lab(n=18)"	"StdErr.Timberlake_Field(n=5)"	"StdErr.Timberlake_Lab(n=18)"	"MWTest.UStat"	"MWTest.Pval"	"MWTest.adjPval"	"3300017993.Timberlake_Field"	"3300017994.Timberlake_Field"	"3300017930.Timberlake_Field"	"3300017936.Timberlake_Field"	"3300017927.Timberlake_Field"	"3300017822.Timberlake_Lab"	"3300017821.Timberlake_Lab"	"3300017937.Timberlake_Lab"	"3300018001.Timberlake_Lab"	"3300018006.Timberlake_Lab"	"3300017823.Timberlake_Lab"	"3300017995.Timberlake_Lab"	"3300017932.Timberlake_Lab"	"3300017926.Timberlake_Lab"	"3300017928.Timberlake_Lab"	"3300017942.Timberlake_Lab"	"3300018007.Timberlake_Lab"	"3300017924.Timberlake_Lab"	"3300017934.Timberlake_Lab"	"3300017933.Timberlake_Lab"	"3300017943.Timberlake_Lab"	"3300018012.Timberlake_Lab"	"3300017955.Timberlake_Lab"
"M00546"	"Purine degradation, xanthine => urea"	"1335.8"	"1479.05555555556"	"62.2939804475521"	"117.373669320757"	"40"	"0.745341614906832"	"0.846874218795069"	"1320"	"1404"	"1303"	"1515"	"1137"	"1295"	"738"	"1563"	"1259"	"1605"	"1439"	"1643"	"1215"	"973"	"1162"	"1826"	"1865"	"1052"	"1105"	"1395"	"2073"	"1468"	"2947"
"M00547"	"Benzene/toluene degradation, benzene => catechol / toluene => 3-methylcatechol"	"8.4"	"2.44444444444444"	"1.24899959967968"	"0.335504908959754"	"90"	"0.000778633194001043"	"0.0302864775020127"	"9"	"6"	"13"	"7"	"7"	"2"	"0"	"2"	"3"	"2"	"2"	"4"	"2"	"1"	"1"	"3"	"4"	"3"	"0"	"4"	"4"	"2"	"5"
"M00548"	"Benzene degradation, benzene => catechol"	"6.6"	"10"	"0.678232998312527"	"2.07695100813574"	"37"	"0.573582426260449"	"0.77725181900007"	"9"	"6"	"6"	"5"	"7"	"5"	"2"	"40"	"6"	"5"	"7"	"9"	"3"	"17"	"3"	"10"	"19"	"11"	"5"	"6"	"13"	"9"	"10"
"M00549"	"Nucleotide sugar biosynthesis, glucose => UDP-glucose"	"1350.6"	"1612.77777777778"	"71.2668225754453"	"140.779913422473"	"29"	"0.257065588873369"	"0.521232437107881"	"1211"	"1273"	"1441"	"1587"	"1241"	"1380"	"841"	"1296"	"1553"	"1862"	"1829"	"1778"	"1282"	"912"	"1098"	"1736"	"1775"	"1003"	"1497"	"1569"	"2561"	"1722"	"3336"
"M00550"	"Ascorbate degradation, ascorbate => D-xylulose-5P"	"45.8"	"54.3333333333333"	"3.0232432915662"	"6.34776477565598"	"36.5"	"0.550492239019205"	"0.762925924448042"	"36"	"43"	"49"	"54"	"47"	"43"	"18"	"39"	"33"	"68"	"69"	"63"	"25"	"25"	"20"	"68"	"63"	"39"	"55"	"59"	"81"	"90"	"120"
"M00551"	"Benzoate degradation, benzoate => catechol / methylbenzoate => methylcatechol"	"62"	"35.6111111111111"	"3.59165699921359"	"3.56190711281464"	"84"	"0.00409124502749957"	"0.0470269171624556"	"59"	"57"	"74"	"66"	"54"	"29"	"13"	"37"	"56"	"37"	"33"	"28"	"50"	"18"	"28"	"35"	"44"	"23"	"25"	"32"	"52"	"26"	"75"
"M00552"	"D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P"	"880.6"	"924.055555555556"	"38.1439379194126"	"71.7238017677153"	"41.5"	"0.823020272072467"	"0.896286171663488"	"884"	"837"	"844"	"1026"	"812"	"651"	"523"	"1007"	"1043"	"931"	"1025"	"926"	"754"	"585"	"643"	"1026"	"1034"	"635"	"920"	"810"	"1356"	"958"	"1806"
"M00554"	"Nucleotide sugar biosynthesis, galactose => UDP-galactose"	"448.4"	"712.888888888889"	"31.1457862318484"	"67.6924942928498"	"17.5"	"0.0441189939816856"	"0.166924441147202"	"408"	"400"	"505"	"541"	"388"	"583"	"322"	"495"	"541"	"885"	"868"	"784"	"539"	"393"	"485"	"733"	"777"	"407"	"778"	"765"	"1171"	"829"	"1477"
"M00555"	"Betaine biosynthesis, choline => betaine"	"965.6"	"1042.66666666667"	"38.0612664003709"	"74.6145651554261"	"43"	"0.913845879520937"	"0.923915806568"	"1032"	"1018"	"925"	"1019"	"834"	"805"	"618"	"1304"	"1166"	"1047"	"990"	"997"	"1006"	"927"	"860"	"1276"	"1229"	"919"	"662"	"929"	"1426"	"677"	"1930"
"M00563"	"Methanogenesis, methylamine/dimethylamine/trimethylamine => methane"	"372.6"	"1003.05555555556"	"17.1365107300174"	"106.424187389818"	"1"	"0.000118874260750691"	"0.0302864775020127"	"367"	"353"	"400"	"420"	"323"	"600"	"889"	"522"	"1130"	"1144"	"1491"	"1064"	"791"	"552"	"589"	"898"	"694"	"415"	"1602"	"947"	"1503"	"1085"	"2139"
"M00564"	"Helicobacter pylori pathogenicity signature, cagA pathogenicity island"	"29"	"28.1111111111111"	"2.12132034355964"	"3.66210847592884"	"51.5"	"0.65432135510404"	"0.822785165903455"	"26"	"27"	"33"	"35"	"24"	"30"	"13"	"33"	"32"	"27"	"34"	"24"	"18"	"11"	"9"	"31"	"34"	"21"	"14"	"14"	"46"	"42"	"73"
"M00565"	"Trehalose biosynthesis, D-glucose 1P => trehalose"	"1780.2"	"1728.66666666667"	"69.8873379089517"	"124.491436039026"	"56"	"0.446016226336592"	"0.705551530454868"	"1661"	"1715"	"1817"	"2037"	"1671"	"1462"	"904"	"1803"	"1588"	"1846"	"1799"	"1761"	"1467"	"1346"	"1345"	"2009"	"1852"	"1383"	"1398"	"1605"	"2440"	"1724"	"3384"
"M00567"	"Methanogenesis, CO2 => methane"	"530.6"	"1242.55555555556"	"28.5842614037865"	"116.356484640059"	"4"	"0.000713245564504146"	"0.0302864775020127"	"569"	"552"	"539"	"574"	"419"	"735"	"1184"	"733"	"1405"	"1292"	"1669"	"1273"	"1137"	"728"	"839"	"1247"	"854"	"525"	"1823"	"1112"	"1804"	"1513"	"2493"
"M00568"	"Catechol ortho-cleavage, catechol => 3-oxoadipate"	"423.8"	"409.444444444444"	"20.3184645089141"	"32.557462747232"	"57"	"0.391239760242171"	"0.660732594473196"	"470"	"447"	"418"	"434"	"350"	"343"	"208"	"552"	"423"	"407"	"378"	"421"	"407"	"396"	"304"	"464"	"499"	"305"	"241"	"369"	"628"	"262"	"763"
"M00569"	"Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA"	"532.8"	"574.444444444444"	"19.784842683226"	"48.5817296827601"	"47"	"0.913845879520937"	"0.923915806568"	"542"	"563"	"525"	"573"	"461"	"513"	"274"	"846"	"637"	"555"	"505"	"607"	"511"	"445"	"415"	"617"	"704"	"462"	"352"	"487"	"855"	"425"	"1130"
"M00570"	"Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine"	"4504.2"	"4193.27777777778"	"162.789864549363"	"308.013578827611"	"64"	"0.167817886544305"	"0.399929638712727"	"4423"	"4426"	"4495"	"5090"	"4087"	"3277"	"2327"	"4394"	"4273"	"4459"	"4459"	"4357"	"3434"	"3090"	"3209"	"4455"	"5006"	"3092"	"3572"	"3914"	"6245"	"3850"	"8066"
"M00572"	"Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP"	"3705.2"	"3489.27777777778"	"129.159746051159"	"285.672853315253"	"59"	"0.325180540283515"	"0.602733627697222"	"3700"	"3644"	"3712"	"4140"	"3330"	"2818"	"1718"	"4004"	"3637"	"3669"	"3577"	"3716"	"2782"	"2382"	"2411"	"3819"	"4212"	"2636"	"2735"	"3196"	"5375"	"3109"	"7011"
"M00573"	"Biotin biosynthesis, BioI pathway, long-chain-acyl-ACP => pimeloyl-ACP => biotin"	"493.4"	"354.833333333333"	"21.588422823356"	"28.9348208255927"	"79"	"0.00891556955630182"	"0.0598414964458858"	"523"	"452"	"467"	"564"	"461"	"297"	"201"	"446"	"433"	"397"	"356"	"332"	"231"	"216"	"211"	"323"	"478"	"285"	"301"	"342"	"469"	"368"	"701"
"M00575"	"Pertussis pathogenicity signature, T1SS"	"413"	"334.833333333333"	"20.1568846799301"	"39.9646289689702"	"68"	"0.0943267259056733"	"0.262256881874107"	"410"	"447"	"365"	"469"	"374"	"334"	"93"	"268"	"377"	"403"	"382"	"417"	"223"	"108"	"149"	"263"	"443"	"232"	"288"	"363"	"567"	"306"	"811"
"M00577"	"Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin"	"680.4"	"459.722222222222"	"25.5354655332539"	"36.4270966403329"	"84"	"0.00410043964359286"	"0.0470269171624556"	"694"	"633"	"656"	"774"	"645"	"384"	"257"	"572"	"554"	"518"	"464"	"436"	"292"	"279"	"279"	"423"	"637"	"365"	"406"	"454"	"589"	"484"	"882"
"M00579"	"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate"	"464.6"	"608.444444444444"	"21.6439367953245"	"57.0035099379265"	"24"	"0.129632381348628"	"0.330382527464906"	"438"	"470"	"467"	"539"	"409"	"550"	"318"	"562"	"517"	"657"	"689"	"706"	"472"	"326"	"415"	"676"	"698"	"422"	"417"	"590"	"1043"	"601"	"1293"
"M00580"	"Pentose phosphate pathway, archaea, fructose 6P => ribose 5P"	"189.6"	"234.333333333333"	"9.28762617680104"	"21.2864067214528"	"31"	"0.325180540283515"	"0.602733627697222"	"183"	"184"	"186"	"225"	"170"	"164"	"165"	"173"	"328"	"276"	"271"	"260"	"193"	"88"	"146"	"251"	"238"	"123"	"242"	"205"	"331"	"295"	"469"
"M00595"	"Thiosulfate oxidation by SOX complex, thiosulfate => sulfate"	"414.6"	"210.111111111111"	"21.442014830701"	"21.2473587576373"	"88"	"0.000237748521501382"	"0.0302864775020127"	"406"	"428"	"370"	"490"	"379"	"212"	"58"	"216"	"171"	"279"	"254"	"276"	"162"	"74"	"112"	"145"	"318"	"173"	"239"	"221"	"325"	"146"	"401"
"M00596"	"Dissimilatory sulfate reduction, sulfate => H2S"	"321.8"	"357.277777777778"	"22.4352401368918"	"36.9230612843989"	"44"	"0.970264136502658"	"1"	"259"	"322"	"371"	"371"	"286"	"258"	"179"	"219"	"363"	"422"	"473"	"380"	"225"	"192"	"212"	"352"	"372"	"220"	"633"	"366"	"542"	"293"	"730"
"M00597"	"Anoxygenic photosystem II"	"0.2"	"0.166666666666667"	"0.2"	"0.166666666666667"	"51"	"0.401851891879175"	"0.660732594473196"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"M00598"	"Anoxygenic photosystem I"	"0.4"	"0.0555555555555556"	"0.244948974278318"	"0.0555555555555556"	"60.5"	"0.0555110980978711"	"0.194024504780178"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"M00608"	"2-Oxocarboxylic acid chain extension, 2-oxoglutarate => 2-oxoadipate => 2-oxopimelate => 2-oxosuberate"	"48.6"	"72.9444444444444"	"2.50199920063936"	"6.17419901514169"	"16"	"0.0336041778479705"	"0.140144696252332"	"44"	"49"	"53"	"55"	"42"	"39"	"83"	"65"	"83"	"84"	"87"	"69"	"79"	"28"	"54"	"74"	"57"	"26"	"100"	"58"	"98"	"114"	"115"
"M00609"	"Cysteine biosynthesis, methionine => cysteine"	"595.2"	"605"	"28.8069436074013"	"46.3990928466653"	"44"	"0.97126214746352"	"1"	"549"	"555"	"586"	"707"	"579"	"449"	"367"	"569"	"675"	"705"	"663"	"617"	"475"	"342"	"419"	"613"	"654"	"402"	"642"	"572"	"862"	"696"	"1168"
"M00611"	"Oxygenic photosynthesis in plants and cyanobacteria"	"2784.6"	"3335.22222222222"	"104.433040748606"	"237.21425955931"	"28"	"0.226812089512318"	"0.478391016385176"	"2754"	"2789"	"2748"	"3143"	"2489"	"2567"	"2030"	"3312"	"3468"	"3369"	"3374"	"3362"	"3032"	"2493"	"2692"	"3955"	"3720"	"2323"	"2700"	"3054"	"4789"	"3371"	"6423"
"M00612"	"Anoxygenic photosynthesis in purple bacteria"	"2782.6"	"3332.83333333333"	"104.288350260228"	"236.66099482295"	"28"	"0.226812089512318"	"0.478391016385176"	"2753"	"2789"	"2744"	"3140"	"2487"	"2567"	"2030"	"3314"	"3467"	"3363"	"3369"	"3360"	"3032"	"2493"	"2692"	"3953"	"3717"	"2322"	"2699"	"3052"	"4779"	"3367"	"6415"
"M00613"	"Anoxygenic photosynthesis in green nonsulfur bacteria"	"4967.2"	"4553.11111111111"	"217.312539905087"	"354.381998105114"	"62"	"0.226812089512318"	"0.478391016385176"	"4777"	"4688"	"5090"	"5755"	"4526"	"3546"	"2380"	"4763"	"4694"	"5079"	"5099"	"4770"	"3521"	"2771"	"3219"	"4629"	"5339"	"3290"	"4226"	"4447"	"6841"	"4498"	"8844"
"M00614"	"Anoxygenic photosynthesis in green sulfur bacteria"	"7399.8"	"7380.83333333333"	"309.509030562922"	"545.922725803771"	"45"	"1"	"1"	"7156"	"7102"	"7382"	"8577"	"6782"	"5614"	"4440"	"7367"	"7554"	"8285"	"8051"	"7629"	"5909"	"4446"	"5240"	"7747"	"8202"	"5285"	"7284"	"7038"	"10525"	"7994"	"14245"
"M00615"	"Nitrate assimilation"	"468.2"	"346.555555555556"	"23.2796048076422"	"29.6252434117269"	"74.5"	"0.0306130467748275"	"0.132176331368961"	"429"	"520"	"453"	"526"	"413"	"312"	"172"	"453"	"431"	"360"	"371"	"362"	"219"	"152"	"195"	"299"	"496"	"290"	"301"	"337"	"506"	"344"	"638"
"M00616"	"Sulfate-sulfur assimilation"	"1803.2"	"1564.55555555556"	"79.0590918237745"	"115.523396103145"	"71"	"0.055395405509822"	"0.194024504780178"	"1753"	"1718"	"1750"	"2115"	"1680"	"1241"	"972"	"1910"	"1616"	"1652"	"1511"	"1526"	"1225"	"1019"	"1109"	"1674"	"1987"	"1213"	"1263"	"1399"	"2147"	"1689"	"3009"
"M00617"	"Methanogen"	"2277.4"	"3021.44444444444"	"88.8327642258193"	"235.358094878808"	"22"	"0.0943267259056733"	"0.262256881874107"	"2312"	"2327"	"2251"	"2524"	"1973"	"2134"	"2246"	"2640"	"3246"	"3159"	"3565"	"3127"	"2638"	"1831"	"2084"	"3162"	"2839"	"1873"	"3274"	"2814"	"4487"	"3260"	"6007"
"M00618"	"Acetogen"	"1382.2"	"1528.22222222222"	"51.8607751581096"	"117.045534839452"	"36.5"	"0.55088656669954"	"0.762925924448042"	"1328"	"1363"	"1410"	"1561"	"1249"	"1131"	"981"	"1527"	"1542"	"1521"	"1617"	"1584"	"1286"	"1020"	"1126"	"1702"	"1726"	"1092"	"1363"	"1374"	"2269"	"1575"	"3072"
"M00620"	"Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate"	"2953.8"	"3122.22222222222"	"140.210698593224"	"249.91362632827"	"40"	"0.745341614906832"	"0.846874218795069"	"2851"	"2717"	"2951"	"3491"	"2759"	"2208"	"1996"	"2697"	"3454"	"3714"	"3579"	"3209"	"2451"	"1645"	"2070"	"3158"	"3224"	"2003"	"3572"	"3018"	"4523"	"3600"	"6079"
"M00622"	"Nicotinate degradation, nicotinate => fumarate"	"408.4"	"289.722222222222"	"20.1658126540936"	"29.1328718000364"	"75"	"0.024250349193141"	"0.108535099437594"	"412"	"461"	"400"	"430"	"339"	"286"	"93"	"295"	"260"	"362"	"314"	"349"	"205"	"145"	"180"	"252"	"415"	"239"	"217"	"281"	"463"	"234"	"625"
"M00623"	"Phthalate degradation, phthalate => protocatechuate"	"575"	"229.111111111111"	"21.5220816837034"	"23.6316903780381"	"90"	"0.000907769080441797"	"0.0302864775020127"	"533"	"594"	"582"	"642"	"524"	"193"	"68"	"254"	"286"	"255"	"239"	"227"	"175"	"118"	"143"	"172"	"392"	"175"	"203"	"224"	"372"	"159"	"469"
"M00624"	"Terephthalate degradation, terephthalate => 3,4-dihydroxybenzoate"	"30"	"15.8888888888889"	"3.68781778291715"	"2.0482558958685"	"81.5"	"0.00711802384779544"	"0.058051438936465"	"29"	"29"	"29"	"43"	"20"	"16"	"2"	"12"	"16"	"22"	"21"	"22"	"10"	"6"	"3"	"19"	"16"	"19"	"15"	"20"	"21"	"7"	"39"
"M00627"	"beta-Lactam resistance, Bla system"	"107.6"	"92.2777777777778"	"10.2449987798926"	"9.02422504251807"	"59.5"	"0.296478757729453"	"0.566935044105346"	"96"	"76"	"120"	"136"	"110"	"86"	"44"	"132"	"87"	"109"	"101"	"87"	"50"	"39"	"46"	"99"	"125"	"56"	"73"	"96"	"141"	"106"	"184"
"M00630"	"D-Galacturonate degradation (fungi), D-galacturonate => glycerol"	"0.2"	"0.555555555555556"	"0.2"	"0.184748941504609"	"33.5"	"0.338471021961811"	"0.621094325299923"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"3"	"0"	"1"	"1"	"0"
"M00631"	"D-Galacturonate degradation (bacteria), D-galacturonate => pyruvate + D-glyceraldehyde 3P"	"419"	"545.111111111111"	"20.1121853611188"	"51.8825904842098"	"28"	"0.226812089512318"	"0.478391016385176"	"368"	"395"	"434"	"487"	"411"	"460"	"275"	"599"	"430"	"619"	"659"	"602"	"321"	"264"	"303"	"595"	"607"	"344"	"542"	"496"	"841"	"717"	"1138"
"M00632"	"Galactose degradation, Leloir pathway, galactose => alpha-D-glucose-1P"	"1634.6"	"2021.33333333333"	"67.7580991468917"	"177.508169746627"	"27"	"0.198936075366281"	"0.453475401611336"	"1585"	"1554"	"1694"	"1866"	"1474"	"1565"	"1081"	"1704"	"1933"	"2302"	"2234"	"2105"	"1573"	"1160"	"1392"	"2190"	"2251"	"1263"	"2097"	"1908"	"3170"	"2212"	"4244"
"M00633"	"Semi-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate-3P"	"72"	"131.388888888889"	"3.24037034920393"	"15.5616292997657"	"17"	"0.037326517875717"	"0.148668817098977"	"70"	"66"	"73"	"84"	"67"	"91"	"72"	"87"	"165"	"181"	"190"	"133"	"85"	"35"	"57"	"113"	"106"	"62"	"195"	"131"	"193"	"171"	"298"
"M00636"	"Phthalate degradation, phthalate => protocatechuate"	"6"	"6.83333333333333"	"0.707106781186548"	"1.20524453082558"	"47"	"0.910538037204541"	"0.923915806568"	"6"	"7"	"4"	"5"	"8"	"1"	"2"	"19"	"6"	"2"	"4"	"2"	"10"	"11"	"9"	"15"	"8"	"13"	"6"	"2"	"5"	"3"	"5"
"M00637"	"Anthranilate degradation, anthranilate => catechol"	"95"	"69.0555555555556"	"7.56967634711022"	"9.5265271955042"	"68"	"0.093451504440468"	"0.262256881874107"	"94"	"71"	"109"	"113"	"88"	"69"	"15"	"34"	"90"	"93"	"96"	"96"	"41"	"14"	"32"	"48"	"80"	"55"	"60"	"75"	"132"	"42"	"171"
"M00638"	"Salicylate degradation, salicylate => gentisate"	"42.4"	"35.3333333333333"	"3.55808937493144"	"5.14432233511681"	"54.5"	"0.502017908992722"	"0.737272669906911"	"41"	"38"	"44"	"55"	"34"	"20"	"18"	"14"	"64"	"55"	"51"	"49"	"14"	"6"	"11"	"30"	"45"	"11"	"47"	"27"	"70"	"31"	"73"
"M00639"	"Multidrug resistance, efflux pump MexCD-OprJ"	"1.4"	"3.88888888888889"	"0.509901951359279"	"0.559463380198908"	"13"	"0.0169812115321612"	"0.0879663144189688"	"1"	"1"	"3"	"0"	"2"	"5"	"1"	"3"	"3"	"4"	"3"	"2"	"3"	"5"	"6"	"6"	"2"	"2"	"1"	"3"	"5"	"5"	"11"
"M00641"	"Multidrug resistance, efflux pump MexEF-OprN"	"109.6"	"67.0555555555556"	"4.16653333119993"	"10.2231546178918"	"81"	"0.00811320442395868"	"0.0598414964458858"	"106"	"104"	"108"	"126"	"104"	"54"	"24"	"98"	"100"	"60"	"64"	"89"	"27"	"23"	"32"	"37"	"67"	"53"	"54"	"44"	"115"	"63"	"203"
"M00642"	"Multidrug resistance, efflux pump MexJK-OprM"	"224.6"	"253.277777777778"	"27.2646291007232"	"31.6363947727821"	"43"	"0.913845879520937"	"0.923915806568"	"179"	"169"	"261"	"313"	"201"	"262"	"77"	"154"	"187"	"338"	"277"	"349"	"170"	"96"	"149"	"251"	"276"	"131"	"133"	"312"	"432"	"358"	"607"
"M00643"	"Multidrug resistance, efflux pump MexXY-OprM"	"176.4"	"193.888888888889"	"22.5202131428635"	"25.5597325373009"	"45"	"1"	"1"	"141"	"127"	"206"	"249"	"159"	"205"	"52"	"119"	"128"	"260"	"210"	"267"	"132"	"67"	"110"	"192"	"214"	"99"	"94"	"242"	"326"	"288"	"485"
"M00649"	"Multidrug resistance, efflux pump AdeABC"	"3.8"	"4.94444444444444"	"1.24096736459909"	"0.644089377055265"	"36.5"	"0.548004085720979"	"0.762925924448042"	"7"	"0"	"6"	"3"	"3"	"4"	"6"	"4"	"6"	"5"	"6"	"2"	"3"	"2"	"8"	"9"	"8"	"4"	"2"	"1"	"3"	"5"	"11"
"M00651"	"Vancomycin resistance, D-Ala-D-Lac type"	"116.4"	"74.3333333333333"	"6.96850055607374"	"9.42635715164277"	"82.5"	"0.00577047720118349"	"0.0530549468363485"	"118"	"138"	"116"	"116"	"94"	"53"	"33"	"209"	"77"	"59"	"45"	"65"	"62"	"54"	"59"	"89"	"96"	"94"	"42"	"49"	"83"	"54"	"115"
"M00652"	"Vancomycin resistance, D-Ala-D-Ser type"	"1.6"	"1.72222222222222"	"0.678232998312527"	"0.675459444487544"	"52"	"0.614425347394954"	"0.802470115636826"	"0"	"1"	"1"	"2"	"4"	"0"	"4"	"1"	"0"	"2"	"0"	"0"	"2"	"0"	"0"	"0"	"1"	"1"	"3"	"0"	"3"	"12"	"2"
"M00660"	"Xanthomonas spp. pathogenicity signature, T3SS and effectors"	"67"	"39.4444444444444"	"7.91833315793166"	"4.78575106092437"	"80"	"0.0100523610014467"	"0.0647230962724726"	"56"	"52"	"65"	"97"	"65"	"37"	"17"	"37"	"58"	"34"	"44"	"42"	"14"	"17"	"25"	"39"	"42"	"18"	"55"	"27"	"47"	"59"	"98"
"M00664"	"Nodulation"	"16"	"32.6666666666667"	"1.48323969741913"	"3.1756837563368"	"7.5"	"0.00577047720118349"	"0.0530549468363485"	"17"	"15"	"17"	"20"	"11"	"30"	"16"	"29"	"11"	"45"	"42"	"39"	"24"	"22"	"32"	"34"	"34"	"26"	"22"	"37"	"46"	"28"	"71"
"M00672"	"Penicillin biosynthesis, aminoadipate + cycteine + valine => penicillin"	"0"	"0.222222222222222"	"0"	"0.129239999563956"	"37.5"	"0.372573945059307"	"0.651117323032217"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"1"
"M00673"	"Cephamycin C biosynthesis, aminoadipate + cycteine + valine => cephamycin C"	"92.4"	"102.111111111111"	"4.98598034492716"	"10.8675594751989"	"34.5"	"0.455833841236876"	"0.717987209158513"	"80"	"87"	"91"	"110"	"94"	"91"	"23"	"95"	"64"	"127"	"133"	"126"	"71"	"33"	"60"	"101"	"114"	"62"	"111"	"127"	"171"	"122"	"207"
"M00674"	"Clavaminate biosynthesis, arginine + glyceraldehyde-3P => clavaminate"	"4.2"	"1.05555555555556"	"1.15758369027902"	"0.307554365481849"	"79"	"0.00947953089656087"	"0.0621247828399614"	"2"	"2"	"7"	"7"	"3"	"0"	"0"	"1"	"0"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"1"	"3"	"4"	"2"	"1"
"M00675"	"Carbapenem-3-carboxylate biosynthesis, pyrroline-5-carboxylate + malonyl-CoA => carbapenem-3-carboxylate"	"0"	"0.111111111111111"	"0"	"0.0762215933966706"	"40"	"0.492330692019341"	"0.737272669906911"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"
"M00696"	"Multidrug resistance, efflux pump AcrEF-TolC"	"316"	"265.666666666667"	"13.9534941860453"	"29.6548775870999"	"63"	"0.198936075366281"	"0.453475401611336"	"304"	"310"	"296"	"371"	"299"	"250"	"74"	"219"	"298"	"332"	"313"	"326"	"177"	"87"	"121"	"206"	"340"	"175"	"243"	"288"	"447"	"295"	"591"
"M00697"	"Multidrug resistance, efflux pump MdtEF-TolC"	"329"	"272.777777777778"	"14.7003401321194"	"29.5057937764125"	"65"	"0.150435376979999"	"0.373039076700403"	"317"	"327"	"307"	"386"	"308"	"259"	"77"	"236"	"305"	"340"	"320"	"332"	"187"	"97"	"125"	"214"	"346"	"190"	"243"	"292"	"455"	"296"	"596"
"M00698"	"Multidrug resistance, efflux pump BpeEF-OprC"	"101"	"51.7777777777778"	"9.64365076099295"	"5.7851260461328"	"84.5"	"0.00364206024392536"	"0.0470269171624556"	"77"	"88"	"106"	"134"	"100"	"39"	"27"	"83"	"71"	"46"	"47"	"59"	"23"	"22"	"19"	"45"	"77"	"51"	"25"	"44"	"73"	"78"	"103"
"M00700"	"Multidrug resistance, efflux pump AbcA"	"1.8"	"2.27777777777778"	"0.374165738677394"	"0.528937494333809"	"45.5"	"1"	"1"	"2"	"3"	"1"	"1"	"2"	"2"	"4"	"7"	"1"	"2"	"0"	"0"	"4"	"1"	"3"	"1"	"2"	"0"	"1"	"2"	"2"	"8"	"1"
"M00702"	"Multidrug resistance, efflux pump NorB"	"3.4"	"3.72222222222222"	"0.509901951359279"	"1.8573393640999"	"72"	"0.0439143618478869"	"0.166924441147202"	"5"	"4"	"3"	"2"	"3"	"2"	"3"	"34"	"10"	"0"	"1"	"1"	"1"	"2"	"1"	"1"	"3"	"1"	"0"	"0"	"2"	"3"	"2"
"M00704"	"Tetracycline resistance, efflux pump Tet38"	"0.4"	"4.44444444444444"	"0.244948974278318"	"1.39846372810955"	"6.5"	"0.00408350030899147"	"0.0470269171624556"	"0"	"0"	"1"	"1"	"0"	"1"	"4"	"4"	"1"	"1"	"2"	"2"	"10"	"2"	"5"	"8"	"2"	"3"	"0"	"2"	"4"	"26"	"3"
"M00714"	"Multidrug resistance, efflux pump QacA"	"13"	"24.3888888888889"	"3.01662062579967"	"2.96508978678863"	"19"	"0.0569777792562466"	"0.19424587304325"	"15"	"24"	"9"	"9"	"8"	"19"	"16"	"32"	"22"	"13"	"19"	"13"	"29"	"52"	"40"	"44"	"33"	"20"	"9"	"14"	"27"	"6"	"31"
"M00718"	"Multidrug resistance, efflux pump MexAB-OprM"	"1019"	"698.333333333333"	"80.0643491199423"	"75.3368904244363"	"76"	"0.0192576302416119"	"0.0929940828772575"	"851"	"877"	"1056"	"1299"	"1012"	"657"	"241"	"710"	"723"	"906"	"791"	"871"	"440"	"228"	"376"	"617"	"797"	"435"	"490"	"741"	"1086"	"911"	"1550"
"M00725"	"Cationic antimicrobial peptide (CAMP) resistance, dltABCD operon"	"15.4"	"11.6666666666667"	"2.94278779391243"	"1.68422127619548"	"61"	"0.245620568187045"	"0.505100270435998"	"11"	"15"	"18"	"25"	"8"	"9"	"9"	"10"	"9"	"11"	"18"	"8"	"3"	"4"	"11"	"13"	"11"	"3"	"14"	"5"	"24"	"18"	"30"
