#taxpath	ASW-S_2.bins	ASW-S_4.bins	ASW-S_5.bins	ASW_1.bins	ASW_2.bins	ASW_3.bins	ASW_4.bins	ASW_5.bins	Control1.bins	Control2.bins	Control3.bins	Control4.bins	Control5.bins	Field1.bins	Field2.bins	Field3.bins	Field4.bins	Field5.bins	SO4_1.bins	SO4_2.bins	SO4_3.bins	SO4_4.bins	SO4_5.bins
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Sphingobacteriales;family__env.OPS17;genus__unknown;otu__silva_138_complink_cons_otu_135248	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	1	0	8	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Sphingobacteriales;family__env.OPS17;genus__unknown;otu__silva_138_complink_cons_otu_128642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Sphingobacteriales;family__env.OPS17;genus__unknown;otu__silva_138_complink_cons_otu_124095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Sphingobacteriales;family__env.OPS17;genus__unknown;otu__silva_138_complink_cons_otu_117366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Sphingobacteriales;family__env.OPS17;genus__unknown;otu__silva_138_complink_cons_otu_11639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Sphingobacteriales;family__env.OPS17;genus__unknown;otu__silva_138_complink_cons_otu_111872	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Sphingobacteriales;family__Sphingobacteriaceae;genus__Sphingobacterium;otu__silva_138_complink_cons_otu_233077	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Sphingobacteriales;family__Sphingobacteriaceae;genus__Solitalea;otu__silva_138_complink_cons_otu_77997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Sphingobacteriales;family__Sphingobacteriaceae;genus__Pedobacter;otu__silva_138_complink_cons_otu_139833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Sphingobacteriales;family__Sphingobacteriaceae;genus__Mucilaginibacter;otu__silva_138_complink_cons_otu_96026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Sphingobacteriales;family__Sphingobacteriaceae;genus__Mucilaginibacter;otu__silva_138_complink_cons_otu_22657	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Sphingobacteriales;family__Sphingobacteriaceae;genus__Mucilaginibacter;otu__silva_138_complink_cons_otu_214747	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	2	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Sphingobacteriales;family__Sphingobacteriaceae;genus__Mucilaginibacter;otu__silva_138_complink_cons_otu_162480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Sphingobacteriales;family__Sphingobacteriaceae;genus__Mucilaginibacter;otu__silva_138_complink_cons_otu_160971	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Sphingobacteriales;family__Sphingobacteriaceae;genus__Mucilaginibacter;otu__silva_138_complink_cons_otu_155568	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Sphingobacteriales;family__Sphingobacteriaceae;genus__Mucilaginibacter;otu__silva_138_complink_cons_otu_137373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Sphingobacteriales;family__Sphingobacteriaceae;genus__Mucilaginibacter;otu__silva_138_complink_cons_otu_128635	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Sphingobacteriales;family__Sphingobacteriaceae;genus__Mucilaginibacter;otu__silva_138_complink_cons_otu_12625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Sphingobacteriales;family__ST-12K33;genus__unknown;otu__silva_138_complink_cons_otu_145360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Sphingobacteriales;family__S15A-MN91;genus__unknown;otu__silva_138_complink_cons_otu_83774	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Sphingobacteriales;family__S15A-MN91;genus__unknown;otu__silva_138_complink_cons_otu_4766	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Sphingobacteriales;family__NS11-12marinegroup;genus__unknown;otu__silva_138_complink_cons_otu_98658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Sphingobacteriales;family__NS11-12marinegroup;genus__unknown;otu__silva_138_complink_cons_otu_97383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Sphingobacteriales;family__NS11-12marinegroup;genus__unknown;otu__silva_138_complink_cons_otu_211111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Sphingobacteriales;family__NS11-12marinegroup;genus__unknown;otu__silva_138_complink_cons_otu_210245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Sphingobacteriales;family__LiUU-11-161;genus__unknown;otu__silva_138_complink_cons_otu_95971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Sphingobacteriales;family__Lentimicrobiaceae;genus__unknown;otu__silva_138_complink_cons_otu_20200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Sphingobacteriales;family__Lentimicrobiaceae;genus__unknown;otu__silva_138_complink_cons_otu_20003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Sphingobacteriales;family__KD3-93;genus__unknown;otu__silva_138_complink_cons_otu_99211	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Sphingobacteriales;family__KD3-93;genus__unknown;otu__silva_138_complink_cons_otu_143147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Sphingobacteriales;family__CWTCU03-E12;genus__unknown;otu__silva_138_complink_cons_otu_84122	1	0	7	0	0	0	2	0	0	0	0	5	4	0	2	0	1	0	0	1	0	1	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Sphingobacteriales;family__CWTCU03-E12;genus__unknown;otu__silva_138_complink_cons_otu_4769	0	0	1	0	0	0	0	0	0	0	0	2	6	1	2	4	3	0	2	6	0	0	3
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Sphingobacteriales;family__CWTCU03-E12;genus__unknown;otu__silva_138_complink_cons_otu_38470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Sphingobacteriales;family__CWTCU03-E12;genus__unknown;otu__silva_138_complink_cons_otu_172898	0	0	0	2	2	0	0	0	6	0	0	2	7	3	2	5	4	4	0	0	0	0	1
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Sphingobacteriales;family__CMW-169;genus__unknown;otu__silva_138_complink_cons_otu_114121	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Sphingobacteriales;family__AKYH767;genus__unknown;otu__silva_138_complink_cons_otu_98604	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Sphingobacteriales;family__AKYH767;genus__unknown;otu__silva_138_complink_cons_otu_98100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Sphingobacteriales;family__AKYH767;genus__unknown;otu__silva_138_complink_cons_otu_97970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Sphingobacteriales;family__AKYH767;genus__unknown;otu__silva_138_complink_cons_otu_97569	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Sphingobacteriales;family__AKYH767;genus__unknown;otu__silva_138_complink_cons_otu_97474	0	2	0	0	0	0	0	0	0	0	0	0	1	7	2	1	1	5	0	1	0	0	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Sphingobacteriales;family__AKYH767;genus__unknown;otu__silva_138_complink_cons_otu_97045	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	1	0	2	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Sphingobacteriales;family__AKYH767;genus__unknown;otu__silva_138_complink_cons_otu_95978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Sphingobacteriales;family__AKYH767;genus__unknown;otu__silva_138_complink_cons_otu_173807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Flavobacteriales;family__Flavobacteriaceae;genus__Myroides;otu__silva_138_complink_cons_otu_17111	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	2	1	1	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Flavobacteriales;family__Flavobacteriaceae;genus__Flavobacterium;otu__silva_138_complink_cons_otu_9917	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Flavobacteriales;family__Flavobacteriaceae;genus__Flavobacterium;otu__silva_138_complink_cons_otu_121935	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Cytophagales;family__Microscillaceae;genus__uncultured;otu__silva_138_complink_cons_otu_99861	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Cytophagales;family__Microscillaceae;genus__uncultured;otu__silva_138_complink_cons_otu_49859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Cytophagales;family__Microscillaceae;genus__uncultured;otu__silva_138_complink_cons_otu_49703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Cytophagales;family__Microscillaceae;genus__uncultured;otu__silva_138_complink_cons_otu_38357	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Cytophagales;family__Cytophagaceae;genus__Sporocytophaga;otu__silva_138_complink_cons_otu_38914	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Cytophagales;family__Cytophagaceae;genus__Cytophaga;otu__silva_138_complink_cons_otu_221141	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Cytophagales;family__Cytophagaceae;genus__Cytophaga;otu__silva_138_complink_cons_otu_100370	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Cytophagales;family__Cyclobacteriaceae;genus__uncultured;otu__silva_138_complink_cons_otu_140590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Cytophagales;family__Amoebophilaceae;genus__CandidatusAmoebophilus;otu__silva_138_complink_cons_otu_52599	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Cytophagales;family__Amoebophilaceae;genus__CandidatusAmoebophilus;otu__silva_138_complink_cons_otu_14315	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Cytophagales;family__Amoebophilaceae;genus__CandidatusAmoebophilus;otu__silva_138_complink_cons_otu_126461	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Cytophagales;family__Amoebophilaceae;genus__CandidatusAmoebophilus;otu__silva_138_complink_cons_otu_110801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Chitinophagales;family__uncultured;genus__unknown;otu__silva_138_complink_cons_otu_99381	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Chitinophagales;family__uncultured;genus__unknown;otu__silva_138_complink_cons_otu_97391	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Chitinophagales;family__uncultured;genus__unknown;otu__silva_138_complink_cons_otu_86678	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	3	0	0	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Chitinophagales;family__uncultured;genus__unknown;otu__silva_138_complink_cons_otu_58875	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	3	3	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Chitinophagales;family__uncultured;genus__unknown;otu__silva_138_complink_cons_otu_58827	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Chitinophagales;family__uncultured;genus__unknown;otu__silva_138_complink_cons_otu_54999	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Chitinophagales;family__uncultured;genus__unknown;otu__silva_138_complink_cons_otu_54896	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Chitinophagales;family__uncultured;genus__unknown;otu__silva_138_complink_cons_otu_200344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Chitinophagales;family__uncultured;genus__unknown;otu__silva_138_complink_cons_otu_195498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Chitinophagales;family__uncultured;genus__unknown;otu__silva_138_complink_cons_otu_174227	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Chitinophagales;family__uncultured;genus__unknown;otu__silva_138_complink_cons_otu_163951	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Chitinophagales;family__uncultured;genus__unknown;otu__silva_138_complink_cons_otu_138788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Chitinophagales;family__uncultured;genus__unknown;otu__silva_138_complink_cons_otu_137208	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Chitinophagales;family__uncultured;genus__unknown;otu__silva_138_complink_cons_otu_111362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Chitinophagales;family__Saprospiraceae;genus__Phaeodactylibacter;otu__silva_138_complink_cons_otu_143817	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Chitinophagales;family__Chitinophagaceae;genus__unknown;otu__silva_138_complink_cons_otu_217595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Chitinophagales;family__Chitinophagaceae;genus__uncultured;otu__silva_138_complink_cons_otu_99330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Chitinophagales;family__Chitinophagaceae;genus__uncultured;otu__silva_138_complink_cons_otu_99043	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	3	1	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Chitinophagales;family__Chitinophagaceae;genus__uncultured;otu__silva_138_complink_cons_otu_98977	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Chitinophagales;family__Chitinophagaceae;genus__uncultured;otu__silva_138_complink_cons_otu_88438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Chitinophagales;family__Chitinophagaceae;genus__uncultured;otu__silva_138_complink_cons_otu_84459	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	4	6	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Chitinophagales;family__Chitinophagaceae;genus__uncultured;otu__silva_138_complink_cons_otu_79670	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Chitinophagales;family__Chitinophagaceae;genus__uncultured;otu__silva_138_complink_cons_otu_62210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Chitinophagales;family__Chitinophagaceae;genus__uncultured;otu__silva_138_complink_cons_otu_58825	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	6	3	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Chitinophagales;family__Chitinophagaceae;genus__uncultured;otu__silva_138_complink_cons_otu_54838	0	0	0	0	0	0	11	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Chitinophagales;family__Chitinophagaceae;genus__uncultured;otu__silva_138_complink_cons_otu_25441	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Chitinophagales;family__Chitinophagaceae;genus__uncultured;otu__silva_138_complink_cons_otu_25424	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Chitinophagales;family__Chitinophagaceae;genus__uncultured;otu__silva_138_complink_cons_otu_25420	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Chitinophagales;family__Chitinophagaceae;genus__uncultured;otu__silva_138_complink_cons_otu_25405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Chitinophagales;family__Chitinophagaceae;genus__uncultured;otu__silva_138_complink_cons_otu_221978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Chitinophagales;family__Chitinophagaceae;genus__uncultured;otu__silva_138_complink_cons_otu_214908	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Chitinophagales;family__Chitinophagaceae;genus__uncultured;otu__silva_138_complink_cons_otu_196641	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Chitinophagales;family__Chitinophagaceae;genus__uncultured;otu__silva_138_complink_cons_otu_195887	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	3	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Chitinophagales;family__Chitinophagaceae;genus__uncultured;otu__silva_138_complink_cons_otu_195152	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Chitinophagales;family__Chitinophagaceae;genus__uncultured;otu__silva_138_complink_cons_otu_190125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Chitinophagales;family__Chitinophagaceae;genus__uncultured;otu__silva_138_complink_cons_otu_188467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Chitinophagales;family__Chitinophagaceae;genus__uncultured;otu__silva_138_complink_cons_otu_188460	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Chitinophagales;family__Chitinophagaceae;genus__uncultured;otu__silva_138_complink_cons_otu_187849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Chitinophagales;family__Chitinophagaceae;genus__uncultured;otu__silva_138_complink_cons_otu_150411	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Chitinophagales;family__Chitinophagaceae;genus__uncultured;otu__silva_138_complink_cons_otu_149031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Chitinophagales;family__Chitinophagaceae;genus__uncultured;otu__silva_138_complink_cons_otu_139289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Chitinophagales;family__Chitinophagaceae;genus__uncultured;otu__silva_138_complink_cons_otu_137453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Chitinophagales;family__Chitinophagaceae;genus__uncultured;otu__silva_138_complink_cons_otu_117362	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Chitinophagales;family__Chitinophagaceae;genus__uncultured;otu__silva_138_complink_cons_otu_115404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Chitinophagales;family__Chitinophagaceae;genus__uncultured;otu__silva_138_complink_cons_otu_105619	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Bacteroidota;class__Bacteroidia;order__Chitinophagales;family__Chitinophagaceae;genus__uncultured;otu__silva_138_complink_cons_otu_105541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
